Device: PMTC0000   Connection type - First Gray Box  Date: 11/18/2021
Name;ID;Reg ID;Menu;Type;User rights;Nonvolatile;Min value;Max value;Short name;Print format;Name;Value
SM5-9   ;$E;$FF;$0;;;;;;;;;
SM5-9   ;$E;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-9   ;$E;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;0
SM5-9   ;$E;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;0
SM5-9   ;$E;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-9   ;$E;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-9   ;$E;$FF;$10;;;;;;;;Motor Setup;
SM5-9   ;$E;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-9   ;$E;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-9   ;$E;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;1000
SM5-9   ;$E;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;100
SM5-9   ;$E;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;500
SM5-9   ;$E;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-9   ;$E;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-9   ;$E;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-9   ;$E;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-9   ;$E;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;DISABLED
SM5-9   ;$E;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-9   ;$E;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-9   ;$E;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-9   ;$E;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;---
SM5-9   ;$E;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
LDM6A   ;$10;$FF;$0;;;;;;;;;
LDM6A   ;$10;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON,FAULT];Power;OFF
LDM6A   ;$10;$11;$1;u8;AUS;;0;1;LDon;[OFF,ON];Diode current ON;ON
LDM6A   ;$10;$12;$2;u16;AUrS;NV;0;1000;Iset0;%.2fA;Set Current;1.80
LDM6A   ;$10;$13;$3;u16;ArUrSr;;0;1000;Idisp;%.2fA;Display Current;0.00
LDM6A   ;$10;$17;$7;u16;ArUrSr;;0;2500;Pi;%.2fW;LD power;0.00
LDM6A   ;$10;$18;$8;u16;ArUrSr;;0;250;Vld;%.2fV;Voltage on LD;0.00
LDM6A   ;$10;$19;$9;u8;ArUrSr;;0;3;Fault;[NONE,DRIVER,COOLING,INTERLOCK];Fault source;NONE
LDM6A   ;$10;$1A;$A;u16;ArUrSr;;0;65535;Fcode;%xHEX;Fault code;0
LDM6A   ;$10;$1B;$B;u32;AUrS;NV;0;4294967295;Time;%us;Work seconds;372253
LDM6A   ;$10;$FF;$10;;;;;;;;Setup;
LDM6A   ;$10;$1D;$12;u16;AUrS;NV;0;1000;Ilim;%.2fA;Set current Limit;5.00
LDM6A   ;$10;$1F;$14;u8;AUrS;NV;0;1;dI;[SLOW,FAST];Current slew rate;SLOW
LDM6A   ;$10;$22;$17;u16;ArUrSr;;0;1000;CurLimM;%.2fA;Current limit median;5.20
LDM6A   ;$10;$24;$19;u16;AUrSr;NV;100;2500;PhdMax;%.2fW;LD power limit;12.50
LDM6A   ;$10;$2C;$19;u8;AS;NV;0;1;IdispDiv;[6.6A-version,10A-version];Current divider;6.6A-version
LDM6A   ;$10;$46;$19;u8;AS;NV;4;60;StartUpDelay;%us;Startup delay;5
LDM6A   ;$10;$1E;$19;u16;AUrS;NV;0;1000;Istart;%.2fA;Set Start Current;0.00
LDM6A   ;$10;$14;$19;u8;AUrS;NV;0;1;dI0;[OFF,ON];Start Current 1 force fast slew rate;ON
LDM6A   ;$10;$15;$19;u16;AUrS;NV;0;1200;Istart1T;%.1fs;Start Current 1 state time;0.0
LDM6A   ;$10;$16;$19;u16;AUrS;NV;0;1000;Istart2;%.2fA;Set Start Current 2;0.00
LDM6A   ;$10;$1C;$19;u16;AUrS;NV;0;1200;Istart2T;%.1fs;Start Current 2 state time;0.0
LDM6A   ;$10;$FF;$20;;;;;;;;Interlocks;
LDM6A   ;$10;$26;$21;u8;AUrS;NV;0;1;IntlES;[ON,Defeat];External interlock on/off;ON
LDM6A   ;$10;$27;$22;u8;AUrS;NV;0;1;IntlCS;[ON,Defeat];Cooling interlock on/off;ON
LDM6A   ;$10;$28;$23;u8;ArUrSr;;0;2;IntlED;[OK,NOT OK,Defeated];External interlock state;OK
LDM6A   ;$10;$29;$24;u8;ArUrSr;;0;2;IntlCD;[OK,NOT OK,Defeated];Cooling interlock state;NOT OK
LDM6A   ;$10;$FF;$30;;;;;;;;Feedback photodiode;
LDM6A   ;$10;$2A;$31;u16;ArUrSr;;0;1023;PhdOut;%u;Feedback photodiode output;0
LDM6A   ;$10;$2B;$32;u16;AUrS;NV;0;1023;PhdSet;%u;Keep feedback photodiode level;0
LDM6A   ;$10;$FF;$40;;;;;;;;TEC;
LDM6A   ;$10;$31;$41;u8;AUrS;NV;0;1;TECState;[OFF,ON,FAULT];TEC Power;OFF
LDM6A   ;$10;$32;$41;s16;ArUrSr;;-3000;5000;Tdisp;%.2fC;Display temperature;26.80
LDM6A   ;$10;$33;$41;s16;AUrS;NV;-3000;5000;Tset;%.2fC;Set temperature;25.00
LDM6A   ;$10;$34;$41;u8;ArUrSr;;0;1;Stable;[Not Stable,Stable];Stable;Not Stable
LDM6A   ;$10;$35;$41;s16;AUrSr;NV;2000;5000;TsetMax;%.2fC;Set temperature upper limit;50.00
LDM6A   ;$10;$36;$41;s16;AUrSr;NV;-3000;3000;TsetMin;%.2fC;Set temperature lower limit;20.00
LDM6A   ;$10;$37;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kp;%.6f;Kp;0.738377
LDM6A   ;$10;$38;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Ki;%.6f;Ki;0.095511
LDM6A   ;$10;$39;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%.6f;Kd;3.000000
LDM6A   ;$10;$3A;$41;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
LDM6A   ;$10;$3B;$41;s16;ASr;;-610;610;TECDrive;%d;PID output;0
LDM6A   ;$10;$3C;$41;s16;A;NV;-609;610;TECDriveMax;%d;PID output max;610
LDM6A   ;$10;$3D;$41;s16;A;NV;-610;610;TECDriveMin;%d;PID output min;-610
LDM6A   ;$10;$3E;$41;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;1.00
LDM6A   ;$10;$3F;$41;u16;AS;NV;0;120;StabTim;%u s;Time to stay in window to be considered stable;10
LDM6A   ;$10;$44;$41;u16;AS;NV;2500;4500;NTCTC;%u K;NTC sensor TC;3892
LDM6A   ;$10;$45;$41;u16;AS;NV;3000;25000;NTCR0;%u Ohm;NTC sensor resistance at 25degC;10000
LDM6A   ;$10;$41;$41;float;ArSr;;-3.40282346638529E38;3.40282346638529E38;Rdisp;%g Ohm;Measured sensor resistance;9237.1533203125
LDM6A   ;$10;$42;$41;s16;ArSr;;-500;500;TECVoltage;%.2fV;TEC Voltage;0.00
LDM6A   ;$10;$43;$41;s16;ArSr;;-1250;1250;TECCurrent;%.2fA;TEC Current;0.17
LDM6A   ;$10;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware LDM6A;200217
LDM150A ;$11;$FF;$0;;;;;;;;;
LDM150A ;$11;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON,FAULT];Power;OFF
LDM150A ;$11;$11;$1;u8;AUS;;0;1;LDon;[OFF,ON];Diode current ON;ON
LDM150A ;$11;$12;$2;u16;AUrS;NV;0;50000;Iset;%.2fA;Set Current;100.00
LDM150A ;$11;$13;$3;u16;ArUrSr;;0;15000;Idisp;%.2fA;Display Current;199.80
LDM150A ;$11;$14;$4;u16;ArUrSr;;0;15000;Imean;%.2fA;Mean Current;0.19
LDM150A ;$11;$17;$7;u16;ArUrSr;;0;13954;Pi;%.2fW;Current source power;0.60
LDM150A ;$11;$18;$8;u16;ArUrSr;;0;11330;Vld;%.2fV;Voltage on LD source;5.98
LDM150A ;$11;$30;$8;u16;AUrS;NV;50;500;PulseW;%u us;Pulse width;200
LDM150A ;$11;$2F;$8;u16;AUS;NV;50;8000;SyncDly;%u us;SyncIn->Pulse delay;50
LDM150A ;$11;$46;$8;u8;AUrS;NV;0;1;SyncMode;[Internal,External];Synchronization mode;External
LDM150A ;$11;$47;$8;u16;AUrS;NV;1;1100;RepRate;%.1f Hz;Repetition rate (repetition rate limit);51.0
LDM150A ;$11;$19;$9;u8;ArUrSr;;0;3;Fault;[NONE,DRIVER,COOLING,INTERLOCK];Fault source;NONE
LDM150A ;$11;$1A;$A;u16;ArUrSr;;0;65535;Fcode;%xHEX;Fault code;0
LDM150A ;$11;$1B;$B;u32;AUrS;NV;0;4294967295;Time;%u;Pulse counter;17198616
LDM150A ;$11;$FF;$10;;;;;;;;Setup;
LDM150A ;$11;$1D;$12;u16;AUrS;NV;0;50000;Ilim;%.2fA;Set current Limit;130.00
LDM150A ;$11;$16;$15;u16;AUrS;NV;113;612;Vsrc;%.2f V;Set LD current source voltage;6.00
LDM150A ;$11;$22;$17;u16;ArUrSr;;0;20000;CurLimM;%.2fA;Peak current limit (hardware);140.62
LDM150A ;$11;$24;$19;u16;AUrSr;NV;100;2500;PhdMax;%.2fW;Current source power limit;25.00
LDM150A ;$11;$25;$1A;s16;AUrS;NV;-3000;3000;CalIset;%d;Calibrate set current;0
LDM150A ;$11;$2D;$1C;u16;AUrS;NV;0;4000;SampWndLo;%u us;Start peak current sampling window;100
LDM150A ;$11;$2E;$1C;u16;AUrS;NV;60;4000;SampWndHi;%u us;Stop peak current sampling window;150
LDM150A ;$11;$48;$1C;u8;AS;NV;4;60;StartUpDelay;%us;Startup delay;5
LDM150A ;$11;$FF;$20;;;;;;;;Interlocks;
LDM150A ;$11;$26;$21;u8;AUrS;NV;0;1;IntlES;[ON,Defeat];External interlock on/off;ON
LDM150A ;$11;$27;$22;u8;AUrS;NV;0;1;IntlCS;[ON,Defeat];Cooling interlock on/off;ON
LDM150A ;$11;$28;$23;u8;ArUrSr;;0;2;IntlED;[OK,NOT OK,Defeated];External interlock state;OK
LDM150A ;$11;$29;$24;u8;ArUrSr;;0;2;IntlCD;[OK,NOT OK,Defeated];Cooling interlock state;OK
LDM150A ;$11;$FF;$30;;;;;;;;Feedback photodiode;
LDM150A ;$11;$2A;$31;u16;ArUrSr;;0;1023;PhdOut;%u;Feedback photodiode output;0
LDM150A ;$11;$2B;$32;u16;AUrS;NV;0;1023;PhdSet;%u;Keep feedback photodiode level;0
LDM150A ;$11;$FF;$40;;;;;;;;TEC;
LDM150A ;$11;$31;$41;u8;AUrS;NV;0;1;TECState;[OFF,ON,FAULT];TEC Power;ON
LDM150A ;$11;$32;$41;s16;ArUrSr;;-200;4600;Tdisp;%.2fC;Display temperature;28.02
LDM150A ;$11;$33;$41;s16;AUrS;NV;-200;4600;Tset;%.2fC;Set temperature;28.00
LDM150A ;$11;$34;$41;u8;ArUrSr;;0;1;Stable;[Not Stable,Stable];Stable;Stable
LDM150A ;$11;$35;$41;s16;AUrSr;NV;2000;4600;TsetMax;%.2fC;Set temperature upper limit;50.00
LDM150A ;$11;$36;$41;s16;AUrSr;NV;-200;3000;TsetMin;%.2fC;Set temperature lower limit;20.00
LDM150A ;$11;$37;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kp;%.6f;Kp;0.511364
LDM150A ;$11;$38;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Ki;%.6f;Ki;0.071429
LDM150A ;$11;$39;$41;float;A;NV;-3.40282346638529E38;3.40282346638529E38;Kd;%.6f;Kd;3.500000
LDM150A ;$11;$3A;$41;u8;A;;0;1;Manual;[OFF,ON];Manual control;OFF
LDM150A ;$11;$3B;$41;s16;ASr;;-128;128;TECDrive;%d;PID output;9
LDM150A ;$11;$3C;$41;s16;A;NV;-127;128;TECDriveMax;%d;PID output max;90
LDM150A ;$11;$3D;$41;s16;A;NV;-128;127;TECDriveMin;%d;PID output min;-90
LDM150A ;$11;$3E;$41;u16;AS;NV;1;1000;StabWnd;%.2f C;Stability window;0.50
LDM150A ;$11;$3F;$41;u16;AS;NV;0;120;StabWnd;%u s;Time to stay in window to be considered stable;10
LDM150A ;$11;$41;$41;float;ArSr;;-3.40282346638529E38;3.40282346638529E38;Rdisp;%g Ohm;Measured sensor resistance;1109.06787109375
LDM150A ;$11;$42;$41;s16;ArSr;;-1225;1225;TECVoltage;%.2fV;TEC Voltage;0.33
LDM150A ;$11;$43;$41;s16;ArSr;;-1250;1250;TECCurrent;%.2fA;TEC Driver Current;0.17
LDM150A ;$11;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware LDM150A;130225
CPU8000 ;$15;$FF;$0;;;;;;;;;
CPU8000 ;$15;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON,FAULT];Power;OFF
CPU8000 ;$15;$11;$1;u8;AUS;;0;1;LDon;[OFF,ON];Diode current ON;ON
CPU8000 ;$15;$12;$2;u16;AUS;NV;0;40000;Iset;%.2fA;Set Current;272.00
CPU8000 ;$15;$13;$4;u16;ArUrSr;;0;1300;Idisp;%.1fA;Display Current;1.3
CPU8000 ;$15;$1C;$5;u16;ArUrSr;;0;2500;Humidity;%.1f%;Humidity;104.9
CPU8000 ;$15;$15;$5;u16;ArUrSr;;0;2500;HmdTemp;%.1fC;Humidity sensor temperature;0.0
CPU8000 ;$15;$16;$6;u16;ArUrSr;;0;33279;Vi;%.2fV;I source voltage;48.14
CPU8000 ;$15;$18;$8;u16;ArUrSr;;0;33279;Vld;%.2fV;Voltage on LD;0.63
CPU8000 ;$15;$19;$9;u8;ArUrSr;;0;3;Fault;[NONE,DRIVER,COOLING,INTERLOCK];Fault source;NONE
CPU8000 ;$15;$1A;$A;u16;ArUrSr;;0;65535;Fcode;%xHEX;Fault code;0
CPU8000 ;$15;$1B;$B;u32;AUrS;NV;0;4294967295;Time;%us;Work seconds;322998
CPU8000 ;$15;$FF;$10;;;;;;;;Synchronization;
CPU8000 ;$15;$33;$11;u8;ASr;NV;0;1;SyncM;[Internal,External];Synchronization mode;External
CPU8000 ;$15;$31;$12;u16;AS;NV;1;11000;RepRate;%.1fHz;Repetition rate;50.1
CPU8000 ;$15;$4A;$12;u16;A;NV;0;11000;RepRateMin;%.1fHz;Repetition rate low limit;49.0
CPU8000 ;$15;$4B;$12;u16;A;NV;1;11000;RepRateMax;%.1fHz;Repetition rate high limit;51.1
CPU8000 ;$15;$21;$12;u8;AUS;NV;0;1;RRMinIntl;[OFF,ON];Enable coarse rep.rate low interlock;OFF
CPU8000 ;$15;$30;$13;u16;AS;NV;50;1000;PulseW;%uus;LD Pulse width;200
CPU8000 ;$15;$2C;$13;u16;AS;NV;50;1000;PulseWAdjOff;%uus;LD Pulse width for Adjustment/Off;200
CPU8000 ;$15;$2F;$14;u16;AS;NV;150;5000;SyncDly;%uus;SyncIN->Pulse delay;150
CPU8000 ;$15;$34;$15;u16;AS;NV;0;50;ShuntDly;%uus;Shunt Off delay;0
CPU8000 ;$15;$32;$15;s32;AUS;NV;-100000;100000;SyncOutDly;%dus;Sync Out delay;0
CPU8000 ;$15;$35;$15;u16;AUrS;NV;50;1000;QSWMaxDly;%uus;QSW MAX output delay;100
CPU8000 ;$15;$36;$15;u16;AUrS;NV;50;1000;QSWAdjDly;%uus;QSW Adjustment output delay;100
CPU8000 ;$15;$37;$15;u8;AUrS;NV;0;1;QSWMode;[1-SYNC,2-SYNC];QSW synchronization mode;1-SYNC
CPU8000 ;$15;$38;$15;u8;AUrS;NV;0;2;Energy;[OFF,Adjust,MAX];Output Energy level;OFF
CPU8000 ;$15;$F;$15;u8;A;;0;1;CanOutputEnable;[OFF,ON];Output enable;ON
CPU8000 ;$15;$39;$15;u16;AUS;NV;1;5000;FDivider;%u;Frequency divider;1
CPU8000 ;$15;$3A;$15;u16;AUS;;1;50000;Pack;%u;Burst length;1
CPU8000 ;$15;$3B;$15;u16;ArUrSr;;1;50000;Pack;%u;Burst pulses to go;0
CPU8000 ;$15;$3C;$15;u8;AUS;;0;2;BatchM;[Continuous,Burst,Trigger];Continuous / Burst mode / Trigger burst;Continuous
CPU8000 ;$15;$3D;$15;u8;AUrS;NV;0;120;LampLensT;%us;Amplifier warming timer;0
CPU8000 ;$15;$FF;$20;;;;;;;;Setup;
CPU8000 ;$15;$1D;$22;u16;AUrS;NV;0;40000;Ilim;%.2fA;Set Current limit;320.00
CPU8000 ;$15;$25;$22;s16;AUrS;NV;25;5000;CalIset;%.1f mOhm;Set Current Rsense;3.9
CPU8000 ;$15;$1E;$22;s16;AUrS;NV;500;10000;CalIdisp;%.5f;Calibrate display current;0.01199
CPU8000 ;$15;$1F;$22;u8;AUrSr;NV;0;1;dI;[SLOW,FAST];Current slew rate;SLOW
CPU8000 ;$15;$22;$24;u16;ArUrSr;;0;1300;CurLimM;%.1fA;Current limit median;63.3
CPU8000 ;$15;$23;$25;u16;ArUrSr;;0;1300;CurLimP;%.1fA;Current limit peak;328.6
CPU8000 ;$15;$44;$25;u16;AUrSr;NV;0;100;HmdLim;%u%;Humidity limit;0
CPU8000 ;$15;$20;$26;u8;AUrSr;NV;0;1;UIEnable;[PL,NL];Option NL/PL;PL
CPU8000 ;$15;$45;$26;u16;AUrSr;NV;50;1000;OptimDuty;%.2f%;Optimal duty cycle;0.50
CPU8000 ;$15;$46;$26;u16;AUrSr;NV;50;1000;FDPulseW;%uus;Pulse width for fixed duty cycler;50
CPU8000 ;$15;$47;$26;u8;AUrSr;NV;0;2;PumpMode;[Normal,Fixed duty,Test duty];Pump mode;Normal
CPU8000 ;$15;$48;$26;u16;ASr;;100;1000;FDTDly;%uus;Test mode delay;100
CPU8000 ;$15;$49;$26;u16;ASr;;0;1000;FDCorDly;%uus;Test mode correction delay;0
CPU8000 ;$15;$2D;$26;u16;AS;NV;1000;35000;CVld;%u;Calibrate Vld and Vi;11366
CPU8000 ;$15;$4C;$26;u16;AUrS;NV;0;2500;TempLim;%.1fC;Temperature limit;0.0
CPU8000 ;$15;$4D;$31;u8;AUrS;NV;0;1;SendEmergency;[OFF,ON];Send EmergencyStop on failure;OFF
CPU8000 ;$15;$FF;$30;;;;;;;;Interlocks;
CPU8000 ;$15;$26;$31;u8;AUrS;NV;0;1;IntlES;[ON,Defeat];External interlock on/off;ON
CPU8000 ;$15;$28;$31;u8;ArUrSr;;0;2;IntlED;[OK,NOT OK,Defeated];External interlock state;OK
CPU8000 ;$15;$27;$31;u8;AUrS;NV;0;1;IntlCS;[ON,Defeat];Cooling interlock on/off;Defeat
CPU8000 ;$15;$29;$31;u8;ArUrSr;;0;2;IntlCD;[OK,NOT OK,Defeated];Cooling interlock state;Defeated
CPU8000 ;$15;$3E;$31;u8;AUrS;NV;0;1;IntlC2S;[ON,Defeat];Cooling interlock 2 on/off;Defeat
CPU8000 ;$15;$3F;$31;u8;ArUrSr;;0;2;IntlC2D;[OK,NOT OK,Defeated];Cooling interlock 2 state;Defeated
CPU8000 ;$15;$40;$31;u8;AUrS;NV;0;1;IntlC3S;[ON,Defeat];Cooling interlock 3 on/off;Defeat
CPU8000 ;$15;$41;$31;u8;ArUrSr;;0;2;IntlC3D;[OK,NOT OK,Defeated];Cooling interlock 3 state;Defeated
CPU8000 ;$15;$42;$31;u8;AUrS;NV;0;1;IntlFlS;[ON,Defeat];Flow interlock on/off;ON
CPU8000 ;$15;$43;$31;u8;ArUrSr;;0;2;IntlFlD;[OK,NOT OK,Defeated];Flow interlock state;OK
CPU8000 ;$15;$FF;$40;;;;;;;;Feedback photodiode;
CPU8000 ;$15;$2A;$41;u16;ArUrSr;;0;4095;PhdOut;%u;Feedback photodiode output;9
CPU8000 ;$15;$2B;$42;u16;AUrS;NV;0;4095;PhdSet;%u;Keep feedback photodiode level;0
CPU8000 ;$15;$FF;$50;;;;;;;;Fixed duty cycle correction table;
CPU8000 ;$15;$4E;$51;u8;AS;;0;29;FDCorIdx;%u;Correction table index;0
CPU8000 ;$15;$4F;$51;s16;AS;NV;-1;1000;FDCorDelay;%d;Correction table delay;70
CPU8000 ;$15;$50;$51;s16;AS;NV;0;200;FDCorCor;%d;Correction table correction;15
CPU8000 ;$15;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware CPU8000p;180108
MaxiOPG ;$1F;$FF;$0;;;;;;;;;
MaxiOPG ;$1F;$10;$0;float;AUS;NV;680;10000;;%.7gnm;WaveLength;3000
MaxiOPG ;$1F;$11;$1;u8;ArUrSr;;0;3;;[Off,Initiation,Tuning...,Ok.];Status;Ok.
MaxiOPG ;$1F;$12;$2;u8;AUS;;0;2;;[Off,On,Delayed];Backlash compensation;On
MaxiOPG ;$1F;$14;$4;u8;AS;NV;0;3;;[Never,On Range Change,On Motors Move,On Section Change];Laser off;On Range Change
MaxiOPG ;$1F;$15;$5;u16;Ar;;0;8191;;%d bytes;Available RAM;4422
MaxiOPG ;$1F;$16;$6;u32;Ar;;0;196608;;%d bytes;Available ROM;111568
MaxiOPG ;$1F;$FF;$30;;;;;;;;Motors Positions;
MaxiOPG ;$1F;$20;$31;float;AUS;;-112.5;112.5;;%0.3f;DG. Motor 0.9°/512;19.489
MaxiOPG ;$1F;$21;$31;float;AUS;;-112.5;112.5;;%0.3f;OPO. Motor 0.9°/512;12.655
MaxiOPG ;$1F;$22;$31;float;AUS;;-112.5;112.5;;%0.3f;OPA. Motor 0.9°/512;18.785
MaxiOPG ;$1F;$23;$31;float;AUS;;-112.5;112.5;;%0.3f;DFG_Cr. Motor 0.9°/512;-68.273
MaxiOPG ;$1F;$24;$31;float;AUS;;0;180;;%0.3f;DFG_Cm. Motor 1.8°/2;35.064
MaxiOPG ;$1F;$25;$31;float;AUS;;0;290;;%0.3f;Lambda. Motor 7.5°/2;0.000
MaxiOPG ;$1F;$26;$31;float;AUS;;0;330;;%0.3f;Rochon. RotH Hollow shaft 800mA.;103.500
MaxiOPG ;$1F;$27;$31;float;AUS;;0;180;;%0.3f;DFG_Sw. Motor 1.8°/2;45.000
MaxiOPG ;$1F;$28;$31;float;AUS;;0;290;;%0.3f;Filter. Motor 7.5°/2;90.000
MaxiOPG ;$1F;$29;$31;float;AUS;;0;1;;%0.3f;Beam_Sw. Beam Switch;1.000
MaxiOPG ;$1F;$2A;$31;float;AUS;;-500;500;;%0.3f;Dummy. Dummy Motor;0.000
MaxiOPG ;$1F;$FF;$40;;;;;;;;Detectors;
MaxiOPG ;$1F;$5C;$41;float;AUS;NV;1;3;;%0.3f;Multiplier  OPO;1.120
MaxiOPG ;$1F;$5D;$42;float;AUS;NV;1;3;;%0.3f;Multiplier  DFG;1.120
MaxiOPG ;$1F;$64;$43;u16;ArUrSr;;0;8191;;%d;Raw data  OPO;0
MaxiOPG ;$1F;$65;$44;u16;ArUrSr;;0;8191;;%d;Raw data  DFG;0
MaxiOPG ;$1F;$FF;$50;;;;;;;;Energy Meters;
MaxiOPG ;$1F;$60;$51;float;ArUrSr;;0;10;;%4.1f mJ;OPO; 0.0
MaxiOPG ;$1F;$61;$52;float;ArUrSr;;0;6;;%4.2f mJ;AgGaS2;0.00
MaxiOPG ;$1F;$62;$53;float;ArUrSr;;0;8;;%4.2f mJ;GaSe;0.00
MaxiOPG ;$1F;$7C;$E;str8;ArUrSr;;0;0;;%s;Type;PG501DFG
MaxiOPG ;$1F;$7D;$F;str8;ArUrSr;;0;0;;%s;Serial Nm.;292     
MaxiOPG ;$1F;$FF;$60;;;;;;;;Versions;
MaxiOPG ;$1F;$70;$61;u8;ArUrSr;;0;127;;%d;Kernel;34
MaxiOPG ;$1F;$9;$62;u32;ArUrSr;;200101;401231;;%dyymmdd;Kernel Rev. Date;210209
MaxiOPG ;$1F;$71;$63;u16;ArUrSr;;0;65535;;%xHex;Softw. file;300
MaxiOPG ;$1F;$72;$64;u16;ArUrSr;;0;65535;;%xHex;Hardw. file;103
MaxiOPG ;$1F;$73;$65;u8;ArUrSr;;1;16;;%d;PCB;1
MaxiOPG ;$1F;$74;$66;str8;ArUrSr;;0;0;;%s;TMC controller;429v1.01
SY3PL50M;$20;$FF;$0;;;;;;;;;
SY3PL50M;$20;$10;$0;u8;AUS;NV;0;1;State;[OFF,ON,Failure];State;OFF
SY3PL50M;$20;$14;$8;u8;AUrS;NV;0;1;SyncM;[Internal,External];Synchronization Mode;Internal
SY3PL50M;$20;$30;$8;u16;ArUrSr;;0;1000;ExtFreq;%.1fHz;External SyncIn frequency;0.0
SY3PL50M;$20;$18;$A;u16;ArSr;;0;660;PhdBias;%.2fV;Photodiode bias;5.96
SY3PL50M;$20;$19;$B;u32;ArUrSr;;0;4294967295;OptClk;%uHz;Optical Clock;0
SY3PL50M;$20;$1B;$B;u32;AUS;NV;2;524287;PreTDly;%u 1/OptClk;PRE-T delay;88656
SY3PL50M;$20;$1A;$B;u16;AUS;NV;10;65535;Delay1;%.1fns;OUT1 delay;11.5
SY3PL50M;$20;$1D;$B;u16;AUS;NV;10;65535;Delay2;%.1fns;OUT2 delay;704.3
SY3PL50M;$20;$1E;$B;u16;AUS;NV;10;65535;Delay3;%.1fns;OUT3 delay;700.0
SY3PL50M;$20;$1F;$B;u16;AUS;NV;10;65535;Delay4;%.1fns;OUT4 delay;15.0
SY3PL50M;$20;$20;$B;u16;AUS;NV;10;65535;Delay5;%.1fns;OUT5 delay;15.0
SY3PL50M;$20;$21;$B;u16;AUS;NV;10;65535;Delay6;%.1fns;SyncOut delay;15.0
SY3PL50M;$20;$23;$B;u8;ArUrSr;;0;3;CLKvalid;[NOCLOCK-NOLOCK,NOCLOCK-LOCKOK,CLOCKOK-NOLOCK,CLOCKOK-LOCKOK];Clock and lock detector;NOCLOCK-NOLOCK
SY3PL50M;$20;$24;$B;u32;AUrSr;NV;1;50000;RepRate;%.1fHz;Repetition rate;50.0
SY3PL50M;$20;$FF;$10;;;;;;;;Setup;
SY3PL50M;$20;$38;$11;u8;AS;NV;19;90;OscClock;%uMHz;Oscilator clock;88
SY3PL50M;$20;$33;$31;s16;AS;NV;-5000;1000;OptAmpDly;%dus;Optimal amplifier delay;193
SY3PL50M;$20;$34;$11;u32;AS;NV;2;524287;QswDly;%u 1/OptClk;QSW delay;88600
SY3PL50M;$20;$2B;$11;u8;AUrSr;NV;1;63;PreTDiv;%u;PRE-T clock divider;1
